#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-29786B2AF3A3EC6A-F9902B122AF7F8B
#datatype	hitsStandard Results
#status	0
#Start time	2017-01-17T13:11:04	Run time	0:00:04:59
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#180 - >RL31_LEGPH	specific	223332	1	72	1.59131e-29	98.1518	COG0254	RpmE	 - 	cl00377
Q#181 - >Q5ZXT0_LEGPH	specific	214912	164	392	2.0857e-106	312.041	smart00919	Malic_M	 - 	cl21454
Q#181 - >Q5ZXT0_LEGPH	superfamily	304358	164	392	2.0857e-106	312.041	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#181 - >Q5ZXT0_LEGPH	specific	133453	164	392	2.9511e-102	301.493	cd05311	NAD_bind_2_malic_enz	 - 	cl21454
Q#181 - >Q5ZXT0_LEGPH	specific	278802	19	152	6.05994e-39	136.625	pfam00390	malic	 - 	cl02855
Q#181 - >Q5ZXT0_LEGPH	superfamily	278802	19	152	6.05994e-39	136.625	cl02855	malic superfamily	 - 	 - 
Q#181 - >Q5ZXT0_LEGPH	non-specific	281882	166	360	2.56531e-31	118.806	pfam03949	Malic_M	 - 	cl21454
Q#181 - >Q5ZXT0_LEGPH	multi-dom	235976	4	393	0	724.193	PRK07232	PRK07232	C	 - 
Q#181 - >Q5ZXT0_LEGPH	multi-dom	223358	3	393	0	558.344	COG0281	SfcA	 - 	 - 
Q#182 - >Q5ZXS9_LEGPH	specific	119392	21	373	4.98631e-23	98.1548	cd06174	MFS	 - 	cl21472
Q#182 - >Q5ZXS9_LEGPH	superfamily	304372	21	373	4.98631e-23	98.1548	cl21472	MFS superfamily	 - 	 - 
Q#182 - >Q5ZXS9_LEGPH	non-specific	273318	57	187	0.000303548	39.5554	TIGR00880	2_A_01_02	 - 	cl21472
Q#182 - >Q5ZXS9_LEGPH	multi-dom	273326	22	373	4.37358e-25	104.726	TIGR00893	2A0114	 - 	 - 
Q#182 - >Q5ZXS9_LEGPH	multi-dom	284993	32	363	4.64142e-25	103.65	pfam07690	MFS_1	 - 	 - 
Q#182 - >Q5ZXS9_LEGPH	multi-dom	225371	45	361	4.59023e-17	81.1208	COG2814	AraJ	 - 	 - 
Q#182 - >Q5ZXS9_LEGPH	multi-dom	183266	216	361	0.00011827	42.775	PRK11663	PRK11663	N	 - 
Q#183 - >Q5ZXS8_LEGPH	specific	119392	21	379	7.07873e-25	103.162	cd06174	MFS	 - 	cl21472
Q#183 - >Q5ZXS8_LEGPH	superfamily	304372	21	379	7.07873e-25	103.162	cl21472	MFS superfamily	 - 	 - 
Q#183 - >Q5ZXS8_LEGPH	non-specific	273318	60	195	1.73334e-06	46.1038	TIGR00880	2_A_01_02	 - 	cl21472
Q#183 - >Q5ZXS8_LEGPH	multi-dom	284993	32	367	2.06183e-25	104.805	pfam07690	MFS_1	 - 	 - 
Q#183 - >Q5ZXS8_LEGPH	multi-dom	273319	22	382	2.98801e-21	93.2093	TIGR00881	2A0104	 - 	 - 
Q#183 - >Q5ZXS8_LEGPH	multi-dom	225180	19	382	6.89896e-20	90.022	COG2271	UhpC	 - 	 - 
Q#183 - >Q5ZXS8_LEGPH	multi-dom	183266	219	351	0.008324	36.9971	PRK11663	PRK11663	N	 - 
Q#184 - >Q5ZXS7_LEGPH	non-specific	182825	1	269	3.90364e-106	307.803	PRK10904	PRK10904	 - 	cl23779
Q#184 - >Q5ZXS7_LEGPH	superfamily	304936	1	269	3.90364e-106	307.803	cl23779	MethyltransfD12 superfamily	 - 	 - 
Q#184 - >Q5ZXS7_LEGPH	non-specific	273146	4	268	1.52486e-80	242.28	TIGR00571	dam	 - 	cl23779
Q#184 - >Q5ZXS7_LEGPH	specific	223415	3	270	2.49752e-73	224.125	COG0338	Dam	 - 	cl23779
Q#184 - >Q5ZXS7_LEGPH	specific	280290	10	244	4.39639e-58	184.486	pfam02086	MethyltransfD12	 - 	cl23779
Q#185 - >Q5ZXS6_LEGPH	non-specific	281247	15	394	8.22464e-79	247.192	pfam03222	Trp_Tyr_perm	 - 	cl00456
Q#185 - >Q5ZXS6_LEGPH	superfamily	294310	15	394	8.22464e-79	247.192	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#185 - >Q5ZXS6_LEGPH	non-specific	273293	18	394	2.95772e-77	242.977	TIGR00837	araaP	 - 	cl00456
Q#185 - >Q5ZXS6_LEGPH	non-specific	185086	17	394	2.35705e-64	210.311	PRK15132	PRK15132	 - 	cl00456
Q#185 - >Q5ZXS6_LEGPH	multi-dom	223884	13	372	1.89949e-45	160.51	COG0814	SdaC	 - 	 - 
Q#185 - >Q5ZXS6_LEGPH	multi-dom	290254	16	371	0.00284301	38.0608	pfam13520	AA_permease_2	 - 	 - 
Q#186 - >Q5ZXS5_LEGPH	non-specific	281247	1	386	3.73771e-76	239.873	pfam03222	Trp_Tyr_perm	 - 	cl00456
Q#186 - >Q5ZXS5_LEGPH	superfamily	294310	1	386	3.73771e-76	239.873	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#186 - >Q5ZXS5_LEGPH	non-specific	273293	7	382	1.1607e-71	227.954	TIGR00837	araaP	 - 	cl00456
Q#186 - >Q5ZXS5_LEGPH	non-specific	185086	1	391	3.49842e-65	211.852	PRK15132	PRK15132	 - 	cl00456
Q#186 - >Q5ZXS5_LEGPH	multi-dom	223884	1	386	8.10139e-48	166.673	COG0814	SdaC	 - 	 - 
Q#187 - >Q5ZXS4_LEGPH	specific	143586	132	231	1.05412e-30	108.795	cd07185	OmpA_C-like	 - 	cl02931
Q#187 - >Q5ZXS4_LEGPH	superfamily	295565	132	231	1.05412e-30	108.795	cl02931	OmpA_C-like superfamily	 - 	 - 
Q#187 - >Q5ZXS4_LEGPH	specific	279081	133	226	3.16941e-13	62.3686	pfam00691	OmpA	 - 	cl02931
Q#187 - >Q5ZXS4_LEGPH	specific	290177	54	98	7.09235e-09	49.0451	pfam13441	Gly-zipper_YMGG	 - 	cl10470
Q#187 - >Q5ZXS4_LEGPH	superfamily	299176	54	98	7.09235e-09	49.0451	cl10470	Gly-zipper_OmpA superfamily	 - 	 - 
Q#187 - >Q5ZXS4_LEGPH	non-specific	274307	132	231	3.87921e-06	43.3181	TIGR02802	Pal_lipo	 - 	cl02931
Q#187 - >Q5ZXS4_LEGPH	multi-dom	182507	39	231	8.45837e-29	107.268	PRK10510	PRK10510	 - 	 - 
Q#187 - >Q5ZXS4_LEGPH	multi-dom	225439	64	232	5.36202e-27	101.849	COG2885	OmpA	 - 	 - 
Q#187 - >Q5ZXS4_LEGPH	multi-dom	274533	163	231	3.72007e-12	60.7785	TIGR03350	type_VI_ompA	N	 - 
Q#188 - >Q5ZXS3_LEGPH	specific	290173	160	274	1.82714e-12	61.227	pfam13437	HlyD_3	 - 	cl11404
Q#188 - >Q5ZXS3_LEGPH	superfamily	299706	160	274	1.82714e-12	61.227	cl11404	Biotinyl_lipoyl_domains superfamily	 - 	 - 
Q#188 - >Q5ZXS3_LEGPH	specific	290267	49	102	1.31182e-08	48.6663	pfam13533	Biotin_lipoyl_2	 - 	cl11404
Q#188 - >Q5ZXS3_LEGPH	superfamily	299706	49	102	1.31182e-08	48.6663	cl11404	Biotinyl_lipoyl_domains superfamily	 - 	 - 
Q#188 - >Q5ZXS3_LEGPH	non-specific	280481	89	157	0.00532312	35.9501	pfam02321	OEP	N	cl22292
Q#188 - >Q5ZXS3_LEGPH	superfamily	280481	89	157	0.00532312	35.9501	cl22292	OEP superfamily	N	 - 
Q#188 - >Q5ZXS3_LEGPH	multi-dom	235136	4	278	8.17494e-121	347.72	PRK03598	PRK03598	 - 	 - 
Q#188 - >Q5ZXS3_LEGPH	multi-dom	273776	31	285	2.62182e-54	177.507	TIGR01730	RND_mfp	C	 - 
Q#188 - >Q5ZXS3_LEGPH	multi-dom	224482	5	279	9.9103e-32	118.971	COG1566	EmrA	 - 	 - 
Q#188 - >Q5ZXS3_LEGPH	multi-dom	278930	51	185	1.25908e-21	90.956	pfam00529	HlyD	C	 - 
Q#189 - >Q5ZXS2_LEGPH	non-specific	213232	332	549	5.59499e-78	244.587	cd03265	ABC_DrrA	 - 	cl21455
Q#189 - >Q5ZXS2_LEGPH	superfamily	304359	332	549	5.59499e-78	244.587	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#189 - >Q5ZXS2_LEGPH	specific	213197	8	216	8.23899e-67	213.413	cd03230	ABC_DR_subfamily_A	 - 	cl21455
Q#189 - >Q5ZXS2_LEGPH	superfamily	304359	8	216	8.23899e-67	213.413	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#189 - >Q5ZXS2_LEGPH	specific	278435	25	167	5.58501e-41	143.945	pfam00005	ABC_tran	 - 	cl21455
Q#189 - >Q5ZXS2_LEGPH	specific	278435	352	491	2.61544e-35	128.537	pfam00005	ABC_tran	 - 	cl21455
Q#189 - >Q5ZXS2_LEGPH	non-specific	273491	22	197	2.32686e-21	90.8808	TIGR01189	ccmA	 - 	cl21455
Q#189 - >Q5ZXS2_LEGPH	non-specific	273491	332	520	2.23694e-16	76.6285	TIGR01189	ccmA	 - 	cl21455
Q#189 - >Q5ZXS2_LEGPH	non-specific	184127	23	201	1.35678e-15	74.2162	PRK13540	PRK13540	 - 	cl21455
Q#189 - >Q5ZXS2_LEGPH	non-specific	184127	347	528	2.46329e-14	70.7494	PRK13540	PRK13540	 - 	cl21455
Q#189 - >Q5ZXS2_LEGPH	multi-dom	224054	330	577	1.4726e-91	282.274	COG1131	CcmA	 - 	 - 
Q#189 - >Q5ZXS2_LEGPH	multi-dom	130256	339	557	5.99232e-77	244.607	TIGR01188	drrA	C	 - 
Q#189 - >Q5ZXS2_LEGPH	multi-dom	224054	6	308	1.69957e-76	243.369	COG1131	CcmA	 - 	 - 
Q#189 - >Q5ZXS2_LEGPH	multi-dom	237420	330	548	1.07565e-52	181.157	PRK13537	PRK13537	C	 - 
Q#189 - >Q5ZXS2_LEGPH	multi-dom	130256	23	283	1.82892e-51	177.582	TIGR01188	drrA	 - 	 - 
Q#189 - >Q5ZXS2_LEGPH	multi-dom	237419	4	227	7.46932e-43	155.374	PRK13536	PRK13536	C	 - 
Q#189 - >Q5ZXS2_LEGPH	multi-dom	290043	359	520	7.8475e-13	65.7268	pfam13304	AAA_21	 - 	 - 
Q#189 - >Q5ZXS2_LEGPH	multi-dom	290043	37	197	5.44879e-08	51.4744	pfam13304	AAA_21	 - 	 - 
Q#189 - >Q5ZXS2_LEGPH	multi-dom	214640	356	546	2.01178e-07	49.2941	smart00382	AAA	 - 	 - 
Q#189 - >Q5ZXS2_LEGPH	multi-dom	214640	35	111	0.000138402	41.2049	smart00382	AAA	C	 - 
Q#190 - >Q5ZXS1_LEGPH	non-specific	289449	182	362	7.6963e-19	83.9762	pfam12679	ABC2_membrane_2	N	cl21474
Q#190 - >Q5ZXS1_LEGPH	superfamily	304374	182	362	7.6963e-19	83.9762	cl21474	ABC2_membrane superfamily	N	 - 
Q#190 - >Q5ZXS1_LEGPH	non-specific	130314	178	361	7.07964e-06	45.5334	TIGR01247	drrB	N	cl21474
Q#190 - >Q5ZXS1_LEGPH	specific	224196	183	344	0.00703453	36.2891	COG1277	NosY	N	cl21474
Q#190 - >Q5ZXS1_LEGPH	multi-dom	223912	164	371	6.47081e-23	95.7691	COG0842	YadH	N	 - 
Q#190 - >Q5ZXS1_LEGPH	multi-dom	289468	21	365	6.58475e-20	88.218	pfam12698	ABC2_membrane_3	 - 	 - 
Q#191 - >Q5ZXS0_LEGPH	specific	279410	188	337	5.79862e-19	82.6925	pfam01061	ABC2_membrane	N	cl21474
Q#191 - >Q5ZXS0_LEGPH	superfamily	304374	188	337	5.79862e-19	82.6925	cl21474	ABC2_membrane superfamily	N	 - 
Q#191 - >Q5ZXS0_LEGPH	non-specific	130314	177	369	1.32485e-08	53.6226	TIGR01247	drrB	 - 	cl21474
Q#191 - >Q5ZXS0_LEGPH	specific	224196	172	365	0.000169257	41.6819	COG1277	NosY	 - 	cl21474
Q#191 - >Q5ZXS0_LEGPH	non-specific	274413	16	155	0.000397859	39.1088	TIGR03061	pip_yhgE_Nterm	 - 	cl19580
Q#191 - >Q5ZXS0_LEGPH	superfamily	276270	16	155	0.000397859	39.1088	cl19580	pip_yhgE_Nterm superfamily	 - 	 - 
Q#191 - >Q5ZXS0_LEGPH	non-specific	237896	212	327	0.00988792	35.9796	PRK15066	PRK15066	N	cl21474
Q#191 - >Q5ZXS0_LEGPH	multi-dom	289468	29	367	2.87638e-26	106.322	pfam12698	ABC2_membrane_3	 - 	 - 
Q#191 - >Q5ZXS0_LEGPH	multi-dom	223912	152	374	3.71898e-23	96.5395	COG0842	YadH	N	 - 
Q#191 - >Q5ZXS0_LEGPH	multi-dom	273362	264	335	4.19907e-07	50.4924	TIGR00956	3a01205	NC	 - 
Q#192 - >Q5ZXR9_LEGPH	specific	280481	62	260	1.71114e-21	90.2633	pfam02321	OEP	 - 	cl22292
Q#192 - >Q5ZXR9_LEGPH	superfamily	280481	62	260	1.71114e-21	90.2633	cl22292	OEP superfamily	 - 	 - 
Q#192 - >Q5ZXR9_LEGPH	specific	280481	287	471	5.06094e-20	86.4113	pfam02321	OEP	 - 	cl22292
Q#192 - >Q5ZXR9_LEGPH	superfamily	280481	287	471	5.06094e-20	86.4113	cl22292	OEP superfamily	 - 	 - 
Q#192 - >Q5ZXR9_LEGPH	multi-dom	273830	8	473	2.86186e-110	332.839	TIGR01845	outer_NodT	 - 	 - 
Q#192 - >Q5ZXR9_LEGPH	multi-dom	224455	14	479	2.77766e-100	307.099	COG1538	TolC	 - 	 - 
Q#192 - >Q5ZXR9_LEGPH	multi-dom	182103	3	474	5.04771e-59	200.099	PRK09837	PRK09837	 - 	 - 
Q#193 - >Q5ZXR8_LEGPH	specific	279766	450	566	7.26513e-31	115.097	pfam01464	SLT	 - 	cl00222
Q#193 - >Q5ZXR8_LEGPH	superfamily	294153	450	566	7.26513e-31	115.097	cl00222	lysozyme_like superfamily	 - 	 - 
Q#193 - >Q5ZXR8_LEGPH	specific	238157	461	586	1.14247e-27	105.952	cd00254	LT_GEWL	 - 	cl00222
Q#193 - >Q5ZXR8_LEGPH	multi-dom	183236	69	599	5.20375e-70	237.267	PRK11619	PRK11619	 - 	 - 
Q#193 - >Q5ZXR8_LEGPH	multi-dom	223812	313	595	7.34372e-36	135.227	COG0741	MltE	 - 	 - 
Q#194 - >Q5ZXR7_LEGPH	specific	238244	4	211	1.06279e-107	307.099	cd00429	RPE	 - 	cl21457
Q#194 - >Q5ZXR7_LEGPH	superfamily	304361	4	211	1.06279e-107	307.099	cl21457	TIM_phosphate_binding superfamily	 - 	 - 
Q#194 - >Q5ZXR7_LEGPH	specific	235515	1	216	6.32363e-101	290.162	PRK05581	PRK05581	 - 	cl21457
Q#194 - >Q5ZXR7_LEGPH	non-specific	273475	5	211	2.44918e-99	285.709	TIGR01163	rpe	 - 	cl21457
Q#194 - >Q5ZXR7_LEGPH	specific	223114	1	216	3.47119e-99	285.604	COG0036	Rpe	 - 	cl21457
Q#194 - >Q5ZXR7_LEGPH	specific	279207	5	198	1.60754e-87	255.333	pfam00834	Ribul_P_3_epim	 - 	cl21457
Q#195 - >Q5ZXR6_LEGPH	specific	225168	19	149	3.99113e-07	45.4221	COG2259	DoxX	 - 	cl21527
Q#195 - >Q5ZXR6_LEGPH	superfamily	304411	19	149	3.99113e-07	45.4221	cl21527	DoxX superfamily	 - 	 - 
Q#195 - >Q5ZXR6_LEGPH	specific	284984	23	89	5.97454e-06	41.0108	pfam07681	DoxX	C	cl21527
Q#196 - >Q5ZXR5_LEGPH	specific	286873	37	96	2.63993e-08	48.7177	pfam09836	DUF2063	N	cl01262
Q#196 - >Q5ZXR5_LEGPH	superfamily	294777	37	96	2.63993e-08	48.7177	cl01262	DUF2063 superfamily	N	 - 
Q#197 - >Q5ZXR4_LEGPH	specific	235447	9	289	5.89452e-134	379.15	PRK05409	PRK05409	 - 	cl23721
Q#197 - >Q5ZXR4_LEGPH	superfamily	304878	9	289	5.89452e-134	379.15	cl23721	AP2Ec superfamily	 - 	 - 
Q#197 - >Q5ZXR4_LEGPH	specific	282909	18	277	5.97227e-126	358.25	pfam05114	DUF692	 - 	cl23721
Q#197 - >Q5ZXR4_LEGPH	non-specific	225761	18	289	1.61247e-73	225.7	COG3220	COG3220	 - 	cl23721
Q#199 - >Q5ZXR2_LEGPH	specific	287066	32	82	1.27346e-19	73.0278	pfam10048	DUF2282	 - 	cl02366
Q#199 - >Q5ZXR2_LEGPH	superfamily	295274	32	82	1.27346e-19	73.0278	cl02366	DUF2282 superfamily	 - 	 - 
Q#199 - >Q5ZXR2_LEGPH	non-specific	227859	1	74	3.96899e-09	47.7957	COG5572	COG5572	 - 	cl02366
Q#200 - >Q5ZXR1_LEGPH	non-specific	132848	29	268	1.70076e-36	130.105	cd07209	Pat_hypo_Ecoli_Z1214_like	 - 	cl11396
Q#200 - >Q5ZXR1_LEGPH	superfamily	299702	29	268	1.70076e-36	130.105	cl11396	Patatin_and_cPLA2 superfamily	 - 	 - 
Q#200 - >Q5ZXR1_LEGPH	specific	279991	29	228	1.47514e-23	94.9722	pfam01734	Patatin	 - 	cl11396
Q#200 - >Q5ZXR1_LEGPH	multi-dom	224666	19	360	2.28774e-47	161.441	COG1752	RssA	 - 	 - 
Q#200 - >Q5ZXR1_LEGPH	multi-dom	274676	35	80	0.00500304	37.4169	TIGR03607	TIGR03607	C	 - 
Q#201 - >Q5ZXR0_LEGPH	specific	278498	470	552	7.20191e-12	60.2781	pfam00070	Pyr_redox	 - 	cl21454
Q#201 - >Q5ZXR0_LEGPH	superfamily	304358	470	552	7.20191e-12	60.2781	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#201 - >Q5ZXR0_LEGPH	specific	225168	40	154	6.90593e-08	50.8149	COG2259	DoxX	 - 	cl21527
Q#201 - >Q5ZXR0_LEGPH	superfamily	304411	40	154	6.90593e-08	50.8149	cl21527	DoxX superfamily	 - 	 - 
Q#201 - >Q5ZXR0_LEGPH	specific	284984	42	123	8.91687e-07	46.0184	pfam07681	DoxX	 - 	cl21527
Q#201 - >Q5ZXR0_LEGPH	specific	290186	319	347	0.0002077	38.669	pfam13450	NAD_binding_8	C	cl21454
Q#201 - >Q5ZXR0_LEGPH	superfamily	304358	319	347	0.0002077	38.669	cl21454	NADB_Rossmann superfamily	C	 - 
Q#201 - >Q5ZXR0_LEGPH	non-specific	214912	316	346	0.00297471	38.5495	smart00919	Malic_M	C	cl21454
Q#201 - >Q5ZXR0_LEGPH	multi-dom	224172	315	714	1.63119e-154	453.245	COG1252	Ndh	 - 	 - 
Q#201 - >Q5ZXR0_LEGPH	multi-dom	185553	315	711	5.68497e-79	258.158	PTZ00318	PTZ00318	 - 	 - 
Q#201 - >Q5ZXR0_LEGPH	multi-dom	285266	316	631	3.67162e-47	168.231	pfam07992	Pyr_redox_2	 - 	 - 
Q#201 - >Q5ZXR0_LEGPH	multi-dom	274465	317	687	1.69754e-23	101.509	TIGR03169	Nterm_to_SelD	 - 	 - 
Q#201 - >Q5ZXR0_LEGPH	multi-dom	224011	181	337	9.0621e-05	44.1846	COG1086	FlaA1	C	 - 
Q#202 - >Q5ZXQ9_LEGPH	specific	179402	10	254	5.74115e-162	447.061	PRK02265	PRK02265	 - 	cl01919
Q#202 - >Q5ZXQ9_LEGPH	superfamily	295091	10	254	5.74115e-162	447.061	cl01919	ADC superfamily	 - 	 - 
Q#202 - >Q5ZXQ9_LEGPH	non-specific	227033	13	254	2.00549e-122	347.201	COG4689	Adc	 - 	cl01919
Q#202 - >Q5ZXQ9_LEGPH	specific	283877	19	252	3.82105e-93	272.648	pfam06314	ADC	 - 	cl01919
Q#203 - >Q5ZXQ8_LEGPH	specific	287066	40	87	7.79501e-24	83.8134	pfam10048	DUF2282	 - 	cl02366
Q#203 - >Q5ZXQ8_LEGPH	superfamily	295274	40	87	7.79501e-24	83.8134	cl02366	DUF2282 superfamily	 - 	 - 
Q#203 - >Q5ZXQ8_LEGPH	non-specific	227859	39	90	3.09729e-11	53.5737	COG5572	COG5572	N	cl02366
Q#204 - >Q5ZXQ7_LEGPH	specific	143636	250	435	2.9489e-44	151.193	cd07302	CHD	 - 	cl11967
Q#204 - >Q5ZXQ7_LEGPH	superfamily	299850	250	435	2.9489e-44	151.193	cl11967	Nucleotidyl_cyc_III superfamily	 - 	 - 
Q#204 - >Q5ZXQ7_LEGPH	non-specific	278633	247	384	9.39107e-19	82.292	pfam00211	Guanylate_cyc	C	cl11967
Q#204 - >Q5ZXQ7_LEGPH	multi-dom	225025	241	388	9.06003e-29	111.479	COG2114	AcyC	C	 - 
Q#204 - >Q5ZXQ7_LEGPH	multi-dom	214485	246	410	5.74399e-17	77.6829	smart00044	CYCc	 - 	 - 
Q#205 - >Q5ZXQ6_LEGPH	specific	286873	14	105	7.96387e-17	72.2149	pfam09836	DUF2063	 - 	cl01262
Q#205 - >Q5ZXQ6_LEGPH	superfamily	294777	14	105	7.96387e-17	72.2149	cl01262	DUF2063 superfamily	 - 	 - 
Q#206 - >Q5ZXQ5_LEGPH	specific	235447	9	275	1.57668e-140	395.328	PRK05409	PRK05409	 - 	cl23721
Q#206 - >Q5ZXQ5_LEGPH	superfamily	304878	9	275	1.57668e-140	395.328	cl23721	AP2Ec superfamily	 - 	 - 
Q#206 - >Q5ZXQ5_LEGPH	specific	282909	11	270	3.35013e-139	390.991	pfam05114	DUF692	 - 	cl23721
Q#206 - >Q5ZXQ5_LEGPH	non-specific	225761	11	272	6.74577e-95	279.628	COG3220	COG3220	 - 	cl23721
Q#208 - >Q5ZXQ3_LEGPH	specific	270340	30	251	1.88446e-113	323.485	cd13622	PBP2_Arg_3	 - 	cl21456
Q#208 - >Q5ZXQ3_LEGPH	superfamily	304360	30	251	1.88446e-113	323.485	cl21456	Periplasmic_Binding_Protein_Type_2 superfamily	 - 	 - 
Q#208 - >Q5ZXQ3_LEGPH	non-specific	287570	84	113	2.91976e-06	43.6226	pfam10613	Lig_chan-Glu_bd	N	cl21456
Q#208 - >Q5ZXQ3_LEGPH	multi-dom	278898	31	250	1.74631e-60	189.046	pfam00497	SBP_bac_3	 - 	 - 
Q#208 - >Q5ZXQ3_LEGPH	multi-dom	214497	31	250	2.13422e-46	152.868	smart00062	PBPb	 - 	 - 
Q#208 - >Q5ZXQ3_LEGPH	multi-dom	273440	23	250	8.50278e-40	136.718	TIGR01096	3A0103s03R	 - 	 - 
Q#208 - >Q5ZXQ3_LEGPH	multi-dom	223904	31	251	1.07706e-39	137.442	COG0834	HisJ	 - 	 - 
Q#208 - >Q5ZXQ3_LEGPH	multi-dom	184969	39	250	9.64391e-28	105.113	PRK15007	PRK15007	 - 	 - 
Q#209 - >Q5ZXQ2_LEGPH	specific	143391	90	279	2.63598e-29	113.588	cd05401	NT_GlnE_GlnD_like	 - 	cl11966
Q#209 - >Q5ZXQ2_LEGPH	superfamily	299849	90	279	2.63598e-29	113.588	cl11966	NT_Pol-beta-like superfamily	 - 	 - 
Q#209 - >Q5ZXQ2_LEGPH	specific	143391	623	776	2.10418e-28	110.892	cd05401	NT_GlnE_GlnD_like	 - 	cl11966
Q#209 - >Q5ZXQ2_LEGPH	superfamily	299849	623	776	2.10418e-28	110.892	cl11966	NT_Pol-beta-like superfamily	 - 	 - 
Q#209 - >Q5ZXQ2_LEGPH	specific	285527	294	431	1.94888e-22	92.6301	pfam08335	GlnD_UR_UTase	 - 	cl19627
Q#209 - >Q5ZXQ2_LEGPH	superfamily	302962	294	431	1.94888e-22	92.6301	cl19627	GlnD_UR_UTase superfamily	 - 	 - 
Q#209 - >Q5ZXQ2_LEGPH	multi-dom	236836	23	886	0	799.814	PRK11072	PRK11072	 - 	 - 
Q#209 - >Q5ZXQ2_LEGPH	multi-dom	224309	39	839	0	684.46	COG1391	GlnE	 - 	 - 
Q#209 - >Q5ZXQ2_LEGPH	multi-dom	281673	39	262	9.63869e-66	219.465	pfam03710	GlnE	 - 	 - 
Q#209 - >Q5ZXQ2_LEGPH	multi-dom	273761	668	881	9.04187e-07	51.2574	TIGR01693	UTase_glnD	C	 - 
Q#210 - >Q5ZXQ1_LEGPH	specific	289465	177	276	9.25348e-11	58.5104	pfam12695	Abhydrolase_5	C	cl21494
Q#210 - >Q5ZXQ1_LEGPH	superfamily	304388	177	276	9.25348e-11	58.5104	cl21494	Abhydrolase superfamily	C	 - 
Q#210 - >Q5ZXQ1_LEGPH	non-specific	223489	155	276	0.00350547	37.36	COG0412	DLH	C	cl21494
Q#210 - >Q5ZXQ1_LEGPH	multi-dom	225176	154	419	1.48414e-10	60.464	COG2267	PldB	 - 	 - 
Q#210 - >Q5ZXQ1_LEGPH	multi-dom	289467	177	408	5.90041e-07	48.6675	pfam12697	Abhydrolase_6	 - 	 - 
Q#210 - >Q5ZXQ1_LEGPH	multi-dom	274729	196	279	0.000150737	41.8176	TIGR03695	menH_SHCHC	C	 - 
Q#211 - >Q5ZXQ0_LEGPH	specific	290173	73	176	2.50842e-09	51.2118	pfam13437	HlyD_3	 - 	cl11404
Q#211 - >Q5ZXQ0_LEGPH	superfamily	299706	73	176	2.50842e-09	51.2118	cl11404	Biotinyl_lipoyl_domains superfamily	 - 	 - 
Q#211 - >Q5ZXQ0_LEGPH	multi-dom	235136	75	187	7.27053e-11	58.4349	PRK03598	PRK03598	N	 - 
Q#211 - >Q5ZXQ0_LEGPH	multi-dom	273776	73	188	1.82632e-10	57.3246	TIGR01730	RND_mfp	NC	 - 
Q#211 - >Q5ZXQ0_LEGPH	multi-dom	293184	73	143	0.00199573	36.2793	pfam16576	HlyD_D23	N	 - 
Q#212 - >Q5ZXP9_LEGPH	non-specific	213232	16	230	5.7767e-70	215.312	cd03265	ABC_DrrA	 - 	cl21455
Q#212 - >Q5ZXP9_LEGPH	superfamily	304359	16	230	5.7767e-70	215.312	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#212 - >Q5ZXP9_LEGPH	specific	278435	33	173	1.937e-43	144.716	pfam00005	ABC_tran	 - 	cl21455
Q#212 - >Q5ZXP9_LEGPH	non-specific	273491	18	205	4.82716e-30	111.682	TIGR01189	ccmA	 - 	cl21455
Q#212 - >Q5ZXP9_LEGPH	non-specific	184127	33	205	4.20638e-14	68.4382	PRK13540	PRK13540	 - 	cl21455
Q#212 - >Q5ZXP9_LEGPH	multi-dom	224054	15	304	1.37476e-85	258.006	COG1131	CcmA	 - 	 - 
Q#212 - >Q5ZXP9_LEGPH	multi-dom	130256	23	235	1.42825e-71	222.265	TIGR01188	drrA	C	 - 
Q#212 - >Q5ZXP9_LEGPH	multi-dom	237420	15	233	5.89488e-50	166.904	PRK13537	PRK13537	C	 - 
Q#212 - >Q5ZXP9_LEGPH	multi-dom	290043	43	206	2.02953e-09	54.556	pfam13304	AAA_21	 - 	 - 
Q#212 - >Q5ZXP9_LEGPH	multi-dom	214640	41	206	6.17595e-07	46.9829	smart00382	AAA	 - 	 - 
Q#213 - >Q5ZXP8_LEGPH	specific	279410	162	334	2.15777e-15	72.6773	pfam01061	ABC2_membrane	 - 	cl21474
Q#213 - >Q5ZXP8_LEGPH	superfamily	304374	162	334	2.15777e-15	72.6773	cl21474	ABC2_membrane superfamily	 - 	 - 
Q#213 - >Q5ZXP8_LEGPH	non-specific	130314	177	326	1.10066e-08	54.0078	TIGR01247	drrB	N	cl21474
Q#213 - >Q5ZXP8_LEGPH	specific	224196	206	368	5.55622e-05	42.8375	COG1277	NosY	N	cl21474
